DFDATE,MC_ID,MODEL,QTY,DEFECT_CODE,DEFECT_DESC,DEFECT_DESC_TH
03/07/24 05:47,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 06:48,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 09:15,PL-242,1P375392-1,3,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
03/07/24 09:58,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 10:13,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 10:14,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 10:33,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 11:01,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 11:57,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 14:43,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 15:05,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 15:41,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 16:13,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 16:58,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
03/07/24 18:42,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
03/07/24 18:42,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
03/07/24 21:03,PL-242,1P375392-1,4,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
03/07/24 21:12,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
03/07/24 22:17,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 01:24,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 02:32,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 02:35,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 03:42,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 08:27,PL-242,1P375392-1,4,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
04/07/24 08:35,PL-242,1P375392-1,4,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
04/07/24 08:40,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 11:44,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 11:46,PL-242,1P375392-1,2,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 11:49,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 12:02,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 12:51,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
04/07/24 14:22,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
04/07/24 14:57,PL-242,1P375392-1,1,PLCAUSE005,M-DENT,"รอยบุบ, จิก, นูน, เว้า"
04/07/24 15:35,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 17:02,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 17:09,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 17:25,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 17:32,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
04/07/24 20:48,PL-242,1P375392-1,5,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
04/07/24 20:57,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 21:27,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
04/07/24 22:58,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 00:22,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 01:44,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 05:31,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 09:15,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
05/07/24 09:35,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
05/07/24 10:29,PL-242,1P375392-1,4,PLCAUSE004,M-COLOR DIFFERENT,"สีต่าง, สีเพี้ยน"
05/07/24 10:59,PL-242,1P375392-1,1,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
05/07/24 11:36,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 15:09,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 21:12,PL-242,1P375392-1,5,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
05/07/24 21:22,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
05/07/24 23:52,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
06/07/24 00:21,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
06/07/24 01:12,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
06/07/24 01:45,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
07/07/24 22:02,PL-242,1P375392-1,10,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
07/07/24 22:09,PL-242,1P375392-1,4,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
07/07/24 22:13,PL-242,1P375392-1,2,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
07/07/24 22:13,PL-242,1P375392-1,3,PLCAUSE011,L-SCRAPE,เสียจากเครื่องจักร
07/07/24 22:35,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
07/07/24 22:46,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
07/07/24 22:54,PL-242,1P375392-1,2,PLCAUSE008,M-SHORT SHOT,ฉีดไม่เต็ม
07/07/24 22:54,PL-242,1P375392-1,1,PLCAUSE008,M-SHORT SHOT,ฉีดไม่เต็ม
07/07/24 23:03,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 00:55,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 01:35,PL-242,1P375392-1,2,PLCAUSE002,M-BROKEN,"แตก, หัก, ร้าว"
08/07/24 02:44,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 03:01,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:02,PL-242,1P375392-1,4,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:04,PL-242,1P375392-1,2,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:10,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:26,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:41,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:42,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 04:45,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 06:48,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 08:47,PL-242,1P375392-1,6,PLCAUSE012,L-SCRAPE,เสียจากเเม่พิมพ์
08/07/24 08:49,PL-242,1P375392-1,2,PLCAUSE012,L-SCRAPE,เสียจากเเม่พิมพ์
08/07/24 08:53,PL-242,1P375392-1,4,PLCAUSE012,L-SCRAPE,เสียจากเเม่พิมพ์
08/07/24 09:13,PL-242,1P375392-1,2,PLCAUSE002,M-BROKEN,"แตก, หัก, ร้าว"
08/07/24 09:35,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
08/07/24 09:38,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
08/07/24 09:45,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 10:14,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 10:28,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 10:36,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 10:44,PL-242,1P375392-1,1,PLCAUSE015,M-DEFECT,MASS DEFECT อื่นๆ
08/07/24 10:48,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 11:28,PL-242,1P375392-1,2,PLCAUSE015,M-DEFECT,MASS DEFECT อื่นๆ
08/07/24 11:45,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
08/07/24 12:17,PL-242,1P375392-1,1,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
08/07/24 12:55,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
08/07/24 13:12,PL-242,1P375392-1,2,PLCAUSE006,M-SCRATCH,"เป็นรอย, ถลอก"
08/07/24 13:18,PL-242,1P375392-1,1,PLCAUSE015,M-DEFECT,MASS DEFECT อื่นๆ
08/07/24 14:16,PL-242,1P375392-1,1,PLCAUSE001,M-BLACK SPOT,"จุดดำ, สีฝัง"
